,Unnamed: 0,NLC,Origin TLC,Station Name,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
1120,1120,6085.0,HFN,Hertford North,East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,HERTFORD BR,,," 133,650 "," 150,259 "," 362,436 "," 646,345 "," 133,650 "," 150,259 "," 362,436 "," 646,345 "," 1,292,690 "," 1,260,999 ", 668 ,0.0,0.0,,,,,,
1121,1121,8067.0,HES,Hessle,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 9,227 "," 2,971 "," 3,312 "," 15,510 "," 9,227 "," 2,971 "," 3,312 "," 15,510 "," 31,020 "," 29,504 ",  ,0.0,0.0,,,,,,
1122,1122,2138.0,HSW,Heswall,North West,Merseyside,Wirral,UKD5,Merseyside,Arriva Trains Wales,,Merseyside,," 14,047 "," 9,478 "," 3,789 "," 27,314 "," 14,047 "," 9,478 "," 3,789 "," 27,314 "," 54,628 "," 48,660 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1123,1123,5417.0,HEV,Hever,South East,Kent,Sevenoaks,UKJ4,Kent,Southern,,,," 2,473 "," 8,033 "," 6,282 "," 16,788 "," 2,473 "," 8,033 "," 6,282 "," 16,788 "," 33,576 "," 34,606 ",  ,0.0,0.0,,,,,,
1124,1124,7766.0,HEW,Heworth,North East,Tyne And Wear,Gateshead,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,," 3,378 "," 2,211 "," 2,817 "," 8,406 "," 3,378 "," 2,211 "," 2,817 "," 8,406 "," 16,812 "," 16,892 ", 354 ,0.0,0.0,,,,,,
1125,1125,7506.0,HEX,Hexham,North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,," 59,085 "," 97,451 "," 33,513 "," 190,049 "," 59,085 "," 97,451 "," 33,513 "," 190,049 "," 380,098 "," 380,756 "," 2,665 ",0.0,0.0,,,,,,
1126,1126,3194.0,HYD,Heyford,South East,Oxfordshire,Cherwell,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 3,145 "," 6,394 "," 4,227 "," 13,766 "," 3,145 "," 6,394 "," 4,227 "," 13,766 "," 27,532 "," 28,900 ",  ,0.0,0.0,,,,,,
1128,1128,5235.0,HIB,High Brooms,South East,Kent,Tunbridge Wells,UKJ4,Kent,Southeastern,,,," 86,161 "," 149,870 "," 317,334 "," 553,365 "," 86,161 "," 149,870 "," 317,334 "," 553,365 "," 1,106,730 "," 1,046,764 ",  ,0.0,0.0,,,,,,
1130,1130,3054.0,HWY,High Wycombe,South East,Buckinghamshire,Wycombe,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,," 381,385 "," 332,459 "," 408,281 "," 1,122,125 "," 381,385 "," 332,459 "," 408,281 "," 1,122,125 "," 2,244,250 "," 2,105,728 "," 76,324 ",0.0,0.0,,,,,,
1131,1131,5202.0,HGM,Higham,South East,Kent,Gravesham,UKJ4,Kent,Southeastern,,,," 13,759 "," 19,751 "," 62,207 "," 95,717 "," 13,759 "," 19,751 "," 62,207 "," 95,717 "," 191,434 "," 193,048 ",  ,0.0,0.0,,,,,,
1132,1132,6919.0,HIP,Highams Park,London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 152,206 "," 182,120 "," 488,839 "," 823,165 "," 152,206 "," 182,120 "," 488,839 "," 823,165 "," 1,646,330 "," 1,553,296 ",  ,0.0,0.0,,,,,,
1135,1135,2356.0,HTO,Hightown,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 52,530 "," 109,962 "," 41,789 "," 204,281 "," 52,530 "," 109,962 "," 41,789 "," 204,281 "," 408,562 "," 416,844 ",  ,0.0,0.0,,,,,,
1136,1136,5236.0,HLB,Hildenborough,South East,Kent,Tonbridge And Malling,UKJ4,Kent,Southeastern,,,," 38,540 "," 54,984 "," 194,938 "," 288,462 "," 38,540 "," 54,984 "," 194,938 "," 288,462 "," 576,924 "," 580,990 ",  ,0.0,0.0,,,,,,
1137,1137,9983.0,HLF,Hillfoot,Scotland,East Dunbartonshire,East Dunbartonshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 61,242 "," 43,273 "," 49,833 "," 154,348 "," 61,242 "," 43,273 "," 49,833 "," 154,348 "," 308,696 "," 288,000 ",  ,0.0,0.0,,,,,,
1138,1138,9676.0,HLE,Hillington East,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,," 29,015 "," 19,839 "," 52,198 "," 101,052 "," 29,015 "," 19,839 "," 52,198 "," 101,052 "," 202,104 "," 215,350 ",  ,0.0,0.0,,,,,,
1139,1139,9630.0,HLW,Hillington West,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,HILLINGTON BR,Strathclyde,," 43,491 "," 22,332 "," 61,887 "," 127,710 "," 43,491 "," 22,332 "," 61,887 "," 127,710 "," 255,420 "," 250,898 ",  ,0.0,0.0,,,,,,
1140,1140,2231.0,HIL,Hillside,North West,Merseyside,Sefton,UKD5,Merseyside,Merseyrail,,Merseyside,," 69,703 "," 140,149 "," 79,917 "," 289,769 "," 69,703 "," 140,149 "," 79,917 "," 289,769 "," 579,538 "," 590,254 ",  ,0.0,0.0,,,,,,
1141,1141,5539.0,HLS,Hilsea,South East,Portsmouth,Portsmouth,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 62,643 "," 29,834 "," 49,378 "," 141,855 "," 62,643 "," 29,834 "," 49,378 "," 141,855 "," 283,710 "," 284,488 "," 7,416 ",0.0,0.0,,,,,,
1142,1142,5591.0,HYW,Hinchley Wood,South East,Surrey,Elmbridge,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 35,717 "," 36,958 "," 94,642 "," 167,317 "," 35,717 "," 36,958 "," 94,642 "," 167,317 "," 334,634 "," 329,026 ",  ,0.0,0.0,,,,,,
1144,1144,2398.0,HIN,Hindley,North West,Greater Manchester,Wigan,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 33,206 "," 98,686 "," 30,567 "," 162,459 "," 33,206 "," 98,686 "," 30,567 "," 162,459 "," 324,918 "," 276,182 "," 8,756 ",1.0,0.0,Continues high growth from previous year,,,,,
1145,1145,5880.0,HNA,Hinton Admiral,South East,Hampshire,New Forest,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 24,006 "," 25,288 "," 30,318 "," 79,612 "," 24,006 "," 25,288 "," 30,318 "," 79,612 "," 159,224 "," 165,900 ",  ,0.0,0.0,,,,,,
1146,1146,6086.0,HIT,Hitchin,East,Hertfordshire,North Hertfordshire,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,," 343,642 "," 394,382 "," 582,717 "," 1,320,741 "," 343,642 "," 394,382 "," 582,717 "," 1,320,741 "," 2,641,482 "," 2,594,012 "," 161,041 ",0.0,0.0,,,,,,
1147,1147,5107.0,HGR,Hither Green,London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station," 237,593 "," 265,029 "," 901,117 "," 1,403,739 "," 237,593 "," 265,029 "," 901,117 "," 1,403,739 "," 2,807,478 "," 2,718,198 "," 381,738 ",0.0,0.0,,,,,,
1148,1148,6880.0,HOC,Hockley,East,Essex,Rochford,UKH3,Essex,National Express East Anglia,,,," 69,180 "," 108,156 "," 84,355 "," 261,691 "," 69,180 "," 108,156 "," 84,355 "," 261,691 "," 523,382 "," 541,328 ",  ,0.0,0.0,,,,,,
1149,1149,5141.0,HBN,Hollingbourne,South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,," 3,484 "," 6,204 "," 7,747 "," 17,435 "," 3,484 "," 6,204 "," 7,747 "," 17,435 "," 34,870 "," 38,088 ",  ,0.0,0.0,,,,,,
1150,1150,1221.0,HCH,Holmes Chapel,North West,Cheshire,Congleton,UKD2,Cheshire,Northern Rail,,,," 33,946 "," 26,165 "," 17,176 "," 77,287 "," 33,946 "," 26,165 "," 17,176 "," 77,287 "," 154,574 "," 133,856 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1151,1151,5308.0,HLM,Holmwood,South East,Surrey,Mole Valley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 6,970 "," 6,821 "," 13,109 "," 26,900 "," 6,970 "," 6,821 "," 13,109 "," 26,900 "," 53,800 "," 52,898 ",  ,0.0,0.0,,,,,,
1152,1152,5941.0,HOL,Holton Heath,South West,Dorset,Purbeck,UKK2,Dorset and Somerset,South West Trains,,,," 11,272 "," 3,242 "," 6,663 "," 21,177 "," 11,272 "," 3,242 "," 6,663 "," 21,177 "," 42,354 "," 31,490 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
1153,1153,2437.0,HHD,Holyhead,Wales - Cymru,Isle Of Anglesey - Sir Ynys Mon,Isle Of Anglesey - Sir Ynys Mon,UKL1,West Wales and the Valleys,Arriva Trains Wales,,,," 32,363 "," 82,875 "," 6,147 "," 121,385 "," 32,363 "," 82,875 "," 6,147 "," 121,385 "," 242,770 "," 241,210 ", 452 ,0.0,0.0,,,,,,
1154,1154,9738.0,HLY,Holytown,Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 16,352 "," 20,035 "," 19,956 "," 56,343 "," 16,352 "," 20,035 "," 19,956 "," 56,343 "," 112,686 "," 107,848 "," 26,023 ",0.0,0.0,,,,,,
1155,1155,6979.0,HMN,Homerton,London,Greater London,Hackney,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 272,346 "," 428,982 "," 809,022 "," 1,510,350 "," 272,346 "," 428,982 "," 809,022 "," 1,510,350 "," 3,020,700 "," 1,853,992 ",  ,1.0,0.0,Ramp-up of demand on London Overground services,,,,,
1156,1156,4794.0,HYB,Honeybourne,West Midlands,Worcestershire,Wychavon,UKG1,"Herefordshire, Worcestershire and Warwickshire",First Great Western,,,," 4,307 "," 14,021 "," 2,589 "," 20,917 "," 4,307 "," 14,021 "," 2,589 "," 20,917 "," 41,834 "," 41,446 ",  ,0.0,0.0,,,,,,
1157,1157,5717.0,HON,Honiton,South West,Devon,East Devon,UKK4,Devon,South West Trains,,,," 32,050 "," 118,846 "," 25,706 "," 176,602 "," 32,050 "," 118,846 "," 25,706 "," 176,602 "," 353,204 "," 326,892 "," 5,280 ",0.0,0.0,,,,,,
1158,1158,8436.0,HOY,Honley,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 10,490 "," 7,657 "," 10,667 "," 28,814 "," 10,490 "," 7,657 "," 10,667 "," 28,814 "," 57,628 "," 61,008 ",  ,0.0,0.0,,,,,,
1159,1159,5418.0,HPA,Honor Oak Park,London,Greater London,Lewisham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 246,371 "," 327,567 "," 534,724 "," 1,108,662 "," 246,371 "," 327,567 "," 534,724 "," 1,108,662 "," 2,217,324 "," 1,898,188 ",  ,1.0,0.0,Ramp-up of demand on London Overground services,,,,,
1160,1160,5523.0,HOK,Hook,South East,Hampshire,Hart,UKJ3,Hampshire and Isle of Wight,South West Trains,,,," 86,813 "," 116,344 "," 157,348 "," 360,505 "," 86,813 "," 116,344 "," 157,348 "," 360,505 "," 721,010 "," 679,330 ",  ,0.0,0.0,,,,,,
1161,1161,2193.0,HOO,Hooton,North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Merseyrail,,,," 220,508 "," 9,683 "," 37,122 "," 267,313 "," 220,508 "," 9,683 "," 37,122 "," 267,313 "," 534,626 "," 520,656 "," 58,762 ",0.0,0.0,,,,,,
1163,1163,2828.0,HOP,Hope (Derbyshire),East Midlands,Derbyshire,High Peak,UKF1,Derbyshire and Nottinghamshire,Northern Rail,,,," 11,138 "," 13,647 "," 1,435 "," 26,220 "," 11,138 "," 13,647 "," 1,435 "," 26,220 "," 52,440 "," 45,990 ",  ,1.0,0.0,Cause of large increase not clear - reverses decline of previous year,,,,,
1164,1164,4189.0,HPT,Hopton Heath,West Midlands,Shropshire,South Shropshire,UKG2,Shropshire and Staffordshire,Arriva Trains Wales,,,, 460 , 175 , 142 , 777 , 460 , 175 , 142 , 777 ," 1,554 "," 1,074 ",  ,0.0,1.0,Continues high growth from previous year,,,,,
1165,1165,5365.0,HOR,Horley,South East,Surrey,Reigate And Banstead,UKJ2,"Surrey, East & West Sussex",Southern,,,," 123,692 "," 185,040 "," 158,641 "," 467,373 "," 123,692 "," 185,040 "," 158,641 "," 467,373 "," 934,746 "," 883,908 ",  ,0.0,0.0,,,,,,
1166,1166,8212.0,HBP,Hornbeam Park,Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,," 55,360 "," 39,546 "," 39,905 "," 134,811 "," 55,360 "," 39,546 "," 39,905 "," 134,811 "," 269,622 "," 255,484 ",  ,0.0,0.0,,,,,,
1167,1167,6015.0,HRN,Hornsey,London,Greater London,Haringey,UKI1,Inner London,First Capital Connect,,,London Travelcard Area Station," 109,315 "," 113,570 "," 341,938 "," 564,823 "," 109,315 "," 113,570 "," 341,938 "," 564,823 "," 1,129,646 "," 1,068,740 ",  ,0.0,0.0,,,,,,
1168,1168,8499.0,HRS,Horsforth,Yorkshire And The Humber,West Yorkshire,Leeds,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 162,865 "," 140,019 "," 177,833 "," 480,717 "," 162,865 "," 140,019 "," 177,833 "," 480,717 "," 961,434 "," 950,608 ", 151 ,0.0,0.0,,,,,,
1169,1169,5309.0,HRH,Horsham,South East,West Sussex,Horsham,UKJ2,"Surrey, East & West Sussex",Southern,,,," 232,330 "," 442,242 "," 614,886 "," 1,289,458 "," 232,330 "," 442,242 "," 614,886 "," 1,289,458 "," 2,578,916 "," 2,515,300 "," 122,938 ",0.0,0.0,,,,,,
1170,1170,5562.0,HSY,Horsley,South East,Surrey,Guildford,UKJ2,"Surrey, East & West Sussex",South West Trains,,,," 50,371 "," 54,746 "," 97,711 "," 202,828 "," 50,371 "," 54,746 "," 97,711 "," 202,828 "," 405,656 "," 394,960 ",  ,0.0,0.0,,,,,,
1172,1172,8720.0,HWI,Horwich Parkway,North West,Greater Manchester,Bolton,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 81,732 "," 119,129 "," 92,716 "," 293,577 "," 81,732 "," 119,129 "," 92,716 "," 293,577 "," 587,154 "," 513,590 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1173,1173,2399.0,HSC,Hoscar,North West,Lancashire,West Lancashire,UKD4,Lancashire,Northern Rail,,,, 265 , 315 , 46 , 626 , 265 , 315 , 46 , 626 ," 1,252 "," 1,552 ",  ,0.0,0.0,,,,,,
1174,1174,2303.0,HGN,Hough Green,North West,Halton,Halton,UKD2,Cheshire,Northern Rail,,,," 34,586 "," 49,021 "," 9,802 "," 93,409 "," 34,586 "," 49,021 "," 9,802 "," 93,409 "," 186,818 "," 165,568 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1175,1175,5563.0,HOU,Hounslow,London,Greater London,Hounslow,UKI2,Outer London,South West Trains,,,London Travelcard Area Station," 142,450 "," 139,927 "," 326,900 "," 609,277 "," 142,450 "," 139,927 "," 326,900 "," 609,277 "," 1,218,554 "," 1,120,824 "," 3,144 ",0.0,0.0,,,,,,
1176,1176,5273.0,HOV,Hove,South East,Brighton And Hove,Brighton And Hove,UKJ2,"Surrey, East & West Sussex",Southern,BRIGHTON BR,,," 186,007 "," 487,863 "," 522,177 "," 1,196,047 "," 186,007 "," 487,863 "," 522,177 "," 1,196,047 "," 2,392,094 "," 2,321,434 "," 494,981 ",0.0,0.0,,,,,,
1178,1178,1563.0,HWW,How Wood (Hertfordshire),East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,," 7,795 "," 5,517 "," 5,613 "," 18,925 "," 7,795 "," 5,517 "," 5,613 "," 18,925 "," 37,850 "," 34,202 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1179,1179,8071.0,HOW,Howden,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 13,960 "," 15,427 "," 17,933 "," 47,320 "," 13,960 "," 15,427 "," 17,933 "," 47,320 "," 94,640 "," 85,712 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1182,1182,2194.0,HYK,Hoylake,North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,," 93,515 "," 133,991 "," 68,776 "," 296,282 "," 93,515 "," 133,991 "," 68,776 "," 296,282 "," 592,564 "," 589,458 ",  ,0.0,0.0,,,,,,
1183,1183,6221.0,HBB,Hubberts Bridge,East Midlands,Lincolnshire,Boston,UKF3,Lincolnshire,East Midlands Trains,,,, 207 , 16 , 123 , 346 , 207 , 16 , 123 , 346 , 692 , 342 ,  ,0.0,1.0,Very small absolute number of entries and exits,,,,,
1184,1184,1862.0,HKN,Hucknall,East Midlands,Nottinghamshire,Ashfield,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,," 45,197 "," 22,658 "," 14,823 "," 82,678 "," 45,197 "," 22,658 "," 14,823 "," 82,678 "," 165,356 "," 165,030 ",  ,0.0,0.0,,,,,,
1185,1185,8437.0,HUD,Huddersfield,Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,First TransPennine Express,,West Yorkshire,," 474,929 "," 862,368 "," 763,145 "," 2,100,442 "," 474,929 "," 862,368 "," 763,145 "," 2,100,442 "," 4,200,884 "," 4,095,240 "," 367,556 ",0.0,0.0,,,,,,
1186,1186,8126.0,HUL,Hull,Yorkshire And The Humber,Kingston Upon Hull City Of,Kingston Upon Hull City Of,UKE1,East Riding and North Linconshire,First TransPennine Express,,,," 230,854 "," 673,601 "," 204,541 "," 1,108,996 "," 230,854 "," 673,601 "," 204,541 "," 1,108,996 "," 2,217,992 "," 2,183,246 "," 62,003 ",0.0,0.0,,,,,,
1187,1187,2937.0,HUP,Humphrey Park,North West,Greater Manchester,Trafford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 3,512 "," 3,940 "," 7,868 "," 15,320 "," 3,512 "," 3,940 "," 7,868 "," 15,320 "," 30,640 "," 25,524 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
1188,1188,2558.0,HCT,Huncoat,North West,Lancashire,Hyndburn,UKD4,Lancashire,Northern Rail,,,," 7,337 ", 668 ," 1,482 "," 9,487 "," 7,337 ", 668 ," 1,482 "," 9,487 "," 18,974 "," 16,006 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1189,1189,3072.0,HGD,Hungerford,South East,West Berkshire,West Berkshire,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",First Great Western,,,," 25,278 "," 53,503 "," 67,477 "," 146,258 "," 25,278 "," 53,503 "," 67,477 "," 146,258 "," 292,516 "," 277,782 ",  ,0.0,0.0,,,,,,
1190,1190,8098.0,HUB,Hunmanby,Yorkshire And The Humber,North Yorkshire,Scarborough,UKE2,North Yorkshire,Northern Rail,,,," 6,438 "," 2,949 "," 1,712 "," 11,099 "," 6,438 "," 2,949 "," 1,712 "," 11,099 "," 22,198 "," 21,468 ",  ,0.0,0.0,,,,,,
1191,1191,6108.0,HUN,Huntingdon,East,Cambridgeshire,Huntingdonshire,UKH1,East Anglia,First Capital Connect,,,," 186,955 "," 321,402 "," 328,243 "," 836,600 "," 186,955 "," 321,402 "," 328,243 "," 836,600 "," 1,673,200 "," 1,629,780 ", 7 ,0.0,0.0,,,,,,
1192,1192,8921.0,HNT,Huntly,Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,," 22,834 "," 14,439 "," 9,625 "," 46,898 "," 22,834 "," 14,439 "," 9,625 "," 46,898 "," 93,796 "," 90,010 ",  ,0.0,0.0,,,,,,
1194,1194,5463.0,HUR,Hurst Green,South East,Surrey,Tandridge,UKJ2,"Surrey, East & West Sussex",Southern,,,," 44,604 "," 64,088 "," 202,222 "," 310,914 "," 44,604 "," 64,088 "," 202,222 "," 310,914 "," 621,828 "," 598,536 "," 118,216 ",0.0,0.0,,,,,,
1195,1195,8099.0,HUT,Hutton Cranswick,Yorkshire And The Humber,East Riding Of Yorkshire,East Riding Of Yorkshire,UKE1,East Riding and North Linconshire,Northern Rail,,,," 4,440 "," 9,083 "," 5,559 "," 19,082 "," 4,440 "," 9,083 "," 5,559 "," 19,082 "," 38,164 "," 36,696 ",  ,0.0,0.0,,,,,,
1196,1196,2160.0,HUY,Huyton,North West,Merseyside,Knowsley,UKD5,Merseyside,Northern Rail,,Merseyside,," 88,214 "," 445,953 "," 82,902 "," 617,069 "," 88,214 "," 445,953 "," 82,902 "," 617,069 "," 1,234,138 "," 1,235,358 "," 21,850 ",0.0,0.0,,,,,,
1197,1197,2829.0,HYC,Hyde Central,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 7,231 "," 17,560 "," 7,784 "," 32,575 "," 7,231 "," 17,560 "," 7,784 "," 32,575 "," 65,150 "," 59,970 ",  ,0.0,0.0,,,,,,
1198,1198,2959.0,HYT,Hyde North,North West,Greater Manchester,Tameside,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 3,935 "," 8,762 "," 8,969 "," 21,666 "," 3,935 "," 8,762 "," 8,969 "," 21,666 "," 43,332 "," 41,062 ",  ,0.0,0.0,,,,,,
1199,1199,6310.0,HKM,Hykeham,East Midlands,Lincolnshire,North Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,," 9,755 "," 3,966 "," 3,563 "," 17,284 "," 9,755 "," 3,966 "," 3,563 "," 17,284 "," 34,568 "," 25,508 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
1200,1200,9845.0,HYN,Hyndland,Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 281,896 "," 224,956 "," 230,687 "," 737,539 "," 281,896 "," 224,956 "," 230,687 "," 737,539 "," 1,475,078 "," 1,378,094 "," 853,203 ",0.0,0.0,,,,,,
1203,1203,5495.0,IFI,Ifield,South East,West Sussex,Crawley,UKJ2,"Surrey, East & West Sussex",Southern,,,," 31,088 "," 40,832 "," 96,620 "," 168,540 "," 31,088 "," 40,832 "," 96,620 "," 168,540 "," 337,080 "," 307,274 ",  ,0.0,0.0,,,,,,
1204,1204,6881.0,IFD,Ilford,London,Greater London,Redbridge,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station," 489,621 "," 831,837 "," 2,039,290 "," 3,360,748 "," 489,621 "," 831,837 "," 2,039,290 "," 3,360,748 "," 6,721,496 "," 6,286,174 "," 14,453 ",0.0,0.0,,,,,,
1205,1205,8568.0,ILK,Ilkley,Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,," 135,519 "," 301,216 "," 250,403 "," 687,138 "," 135,519 "," 301,216 "," 250,403 "," 687,138 "," 1,374,276 "," 1,342,018 ",  ,0.0,0.0,,,,,,
1206,1206,9586.0,IMW,Imperial Wharf,London,Greater London,Hammersmith and Fulham,UKI1,Inner London,London Overground,,,London Travelcard Area Station," 226,362 "," 251,384 "," 138,076 "," 615,822 "," 226,362 "," 251,384 "," 138,076 "," 615,822 "," 1,231,644 "," 737,388 ",  ,1.0,0.0,Ramp-up of demand on London Overground services,,,,,
1209,1209,6882.0,INT,Ingatestone,East,Essex,Brentwood,UKH3,Essex,National Express East Anglia,,,," 67,961 "," 54,428 "," 224,988 "," 347,377 "," 67,961 "," 54,428 "," 224,988 "," 347,377 "," 694,754 "," 636,170 ",  ,0.0,0.0,,,,,,
1210,1210,8922.0,INS,Insch,Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,," 23,358 "," 9,541 "," 13,957 "," 46,856 "," 23,358 "," 9,541 "," 13,957 "," 46,856 "," 93,712 "," 86,854 ",  ,0.0,0.0,,,,,,
1211,1211,8648.0,IGD,Invergordon,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 11,412 "," 2,821 "," 3,049 "," 17,282 "," 11,412 "," 2,821 "," 3,049 "," 17,282 "," 34,564 "," 23,444 ",  ,1.0,0.0,Cause of large increase not clear,,,,,
1212,1212,8778.0,ING,Invergowrie,Scotland,Perth And Kinross,Perth And Kinross,UKM2,Eastern Scotland,First ScotRail,,,, 433 , 74 , 662 ," 1,169 ", 433 , 74 , 662 ," 1,169 "," 2,338 "," 2,078 ",  ,0.0,0.0,,,,,,
1213,1213,9136.0,INK,Inverkeithing,Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,," 146,203 "," 288,537 "," 127,386 "," 562,126 "," 146,203 "," 288,537 "," 127,386 "," 562,126 "," 1,124,252 "," 1,086,412 "," 49,580 ",0.0,0.0,,,,,,
1214,1214,9646.0,INP,Inverkip,Scotland,Inverclyde,Inverclyde,UKM3,South Western Scotland,First ScotRail,,Strathclyde,," 9,659 "," 8,044 "," 11,927 "," 29,630 "," 9,659 "," 8,044 "," 11,927 "," 29,630 "," 59,260 "," 55,702 ",  ,0.0,0.0,,,,,,
1215,1215,8649.0,INV,Inverness,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,," 210,643 "," 359,987 "," 19,450 "," 590,080 "," 210,643 "," 359,987 "," 19,450 "," 590,080 "," 1,180,160 "," 1,127,718 "," 74,315 ",0.0,0.0,,,,,,
1216,1216,8614.0,INH,Invershin,Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,, 160 , 33 , -   , 193 , 160 , 33 , -   , 193 , 386 , 512 ,  ,0.0,0.0,,,,,,
1217,1217,8924.0,INR,Inverurie,Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,," 79,917 "," 60,398 "," 61,660 "," 201,975 "," 79,917 "," 60,398 "," 61,660 "," 201,975 "," 403,950 "," 345,790 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
1218,1218,7217.0,IPS,Ipswich,East,Suffolk,Ipswich,UKH1,East Anglia,National Express East Anglia,,,," 339,601 "," 689,679 "," 550,394 "," 1,579,674 "," 339,601 "," 689,679 "," 550,394 "," 1,579,674 "," 3,159,348 "," 3,004,678 "," 518,609 ",0.0,0.0,,,,,,
1219,1219,2817.0,IRL,Irlam,North West,Greater Manchester,Salford,UKD3,Greater Manchester,Northern Rail,,Greater Manchester,," 30,130 "," 46,214 "," 36,272 "," 112,616 "," 30,130 "," 46,214 "," 36,272 "," 112,616 "," 225,232 "," 203,994 ",  ,1.0,0.0,Continues high growth from previous year,,,,,
